Ticker,Description,Sector,Exchange
VALSONQ,VALSON INDUSTRIES LTD.,Process Industries,BSE
AVANTI,AVANTI,Process Industries,BSE
SATRAPROP,SATRA PROPERTIES (INDIA) LTD.,Finance,BSE
EARUM,EARUM PHARMACEUTICALS LIMITED,Distribution Services,BSE
ROHLTD,ROYAL ORCHID HOTELS LTD.,Consumer Services,BSE
JAINEX,JAINEX AAMCOL LTD.,Consumer Durables,BSE
CELLA,CELLA SPACE LIMITED,Process Industries,BSE
LANCORHOL,LANCOR HOLDINGS LTD.,Finance,BSE
ACEMEN,ACE MEN ENGG WORKS LIMITED,Distribution Services,BSE
ASTRON,ASTRON PAPER & BOARD MILL LIMI,Process Industries,BSE
CCHHL,COUNTRY CLUB HOSPITALITY AND H,Consumer Services,BSE
ORTINLAB,ORTIN LABORATORIES LTD,Health Technology,BSE
NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,Finance,BSE
CONTPTR,CONTINENTAL PETROLEUMS LTD.,Energy Minerals,BSE
MALLCOM,MALLCOM (INDIA) LTD.,Consumer Non-Durables,BSE
RAJGLOWIR,RAJGLOWIR,Producer Manufacturing,BSE
GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Consumer Durables,BSE
EMPIND,EMPIRE INDUSTRIES LTD.,Distribution Services,BSE
VADILENT,VADILAL ENTERPRISES LTD.,Consumer Non-Durables,BSE
GATECHDVR,GACM TECHNOLOGIES LIMITED,Finance,BSE
WAA,WAA SOLAR LIMITED,Utilities,BSE
POEL,POCL ENTERPRISES LTD,Process Industries,BSE
NETWEB,NETWEB TECHNOLOGIES INDIA LIMI,Electronic Technology,BSE
STARCOM,STARCOM INFORMATION TECHNOLOGY,Distribution Services,BSE
SILVOAK,SILVER OAK (INDIA) LTD.,Consumer Non-Durables,BSE
GANGAPHARM,GANGA PHARMACEUTICALS LIMITED,Health Technology,BSE
NEELKANTH,NEELKANTH LIMITED,Process Industries,BSE
PEOPLIN,PEOPLES INVESTMENTS LTD.,Finance,BSE
SEPC,SEPC LIMITED,Industrial Services,BSE
WABAG,VA TECH WABAG LTD.,Industrial Services,BSE
MONIND,MONIND LIMITED,Non-Energy Minerals,BSE
CPL,CAPTAIN POLYPLAST LTD,Producer Manufacturing,BSE
HIL,HIL LTD.,Non-Energy Minerals,BSE
METROGLOBL,METROGLOBAL LIMITED,Distribution Services,BSE
ERIS,ERIS LIFESCIENCES LIMITED,Health Technology,BSE
BANARBEADS,BANARAS BEADS LTD.,Consumer Durables,BSE
SCC,SCINTILLA COMMERCIAL & CREDIT,Finance,BSE
JAYUSH,JAY USHIN LTD.,Producer Manufacturing,BSE
HLVLTD,HLV LIMITED,Consumer Services,BSE
ALKEM,ALKEM LABORATORIES LIMITED,Health Technology,BSE
LICI,LIFE INSURANCE CORPORATION OF,Finance,BSE
RATNABHUMI,RATNABHUMI DEVELOPERS LIMITED,Finance,BSE
THINKINK,THINKINK PICTUREZ LIMITED,Consumer Services,BSE
ADCINDIA,ADC INDIA COMMUNICATIONS LIMIT,Electronic Technology,BSE
REALECO,REAL ECO-ENERGY LIMITED,Finance,BSE
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL,Process Industries,BSE
NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL L,Process Industries,BSE
FRANKLIN,FRANKLIN LEASING AND FINANCE L,Finance,BSE
BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Industrial Services,BSE
FAMILYCARE,FAMILY CARE HOSPITALS LIMITED,Health Services,BSE
SANINFRA,SANMIT INFRA LIMITED,Distribution Services,BSE
LICNETFN50,LIC MF EXHGE TRADED FUND-NIFTY,Miscellaneous,BSE
M_M,MAHINDRA & MAHINDRA LTD.,Consumer Durables,BSE
HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT,Communications,BSE
LAOPALA,LA OPALA RG LTD.,Consumer Durables,BSE
ANANTRAJ,ANANT RAJ LIMITED,Consumer Durables,BSE
ZFCVINDIA,ZF COMMERCIAL VEHICLE CONTROL,Producer Manufacturing,BSE
STYRENIX,STYRENIX PERFORMANCE MATERIALS,Process Industries,BSE
ROSELABS,ROSELABS FINANCE LTD.,Finance,BSE
WAGEND,WAGEND INFRA VENTURE LIMITED,Industrial Services,BSE
MAGADHSUGAR,MAGADHSUGAR,Process Industries,BSE
SIKOZY,SIKOZY REALTORS LIMITED,Finance,BSE
VIJAYTX,VIJAY TEXTILES LTD.,Process Industries,BSE
RBA,RESTAURANT BRANDS ASIA LIMITED,Consumer Services,BSE
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Consumer Non-Durables,BSE
INDHOTEL,INDIAN HOTELS CO.LTD.,Consumer Services,BSE
GENNEX,GENNEX LABORATORIES LTD.,Health Technology,BSE
09GPG,NIPPON INDIA MUTUAL FUND,,BSE
BOSCHLTD,BOSCH LTD.,Producer Manufacturing,BSE
VIPCLOTHNG,VIP CLOTHING LIMITED,Consumer Non-Durables,BSE
PROZONER,PROZONE REALTY LIMITED,Finance,BSE
RUPA,RUPA & COMPANY LTD.,Consumer Non-Durables,BSE
HEALTHY,ADITYA BIRLA SUN LIFE MUTUAL F,Miscellaneous,BSE
EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLO,Technology Services,BSE
HEROMOTOCO,HERO MOTOCORP LTD.,Consumer Durables,BSE
GARNETINT,GARNET INTERNATIONAL LTD.,Process Industries,BSE
CORALFINAC,CORAL INDIA FINANCE & HOUSING,Finance,BSE
HERCULES,HERCULES HOISTS LTD.,Producer Manufacturing,BSE
FIEMIND,FIEM INDUSTRIES LTD.,Producer Manufacturing,BSE
PHARMAID,PHARMAIDS PHARMACEUTICALS LTD.,Health Technology,BSE
TECHNOPACK,TECHNOPACK POLYMERS LIMITED,Producer Manufacturing,BSE
MODIPON,MODIPON LTD.,Finance,BSE
VERTEX,VERTEX SECURITIES LTD.,Finance,BSE
SUNTV,SUN TV NETWORK LTD.,Consumer Services,BSE
QNIFTY,QUANTUM NIFTY 50 ETF,Miscellaneous,BSE
KALYANCAP,KALYAN CAPITALS LIMITED,Finance,BSE
VAXHS,VAX HOUSING FINANCE CORPORATIO,Finance,BSE
GVFILM,GV FILMS LTD.,Consumer Services,BSE
IBINFO,IB INFOTECH ENTERPRISES LTD.,Consumer Non-Durables,BSE
MANYAVAR,VEDANT FASHIONS LIMITED,Retail Trade,BSE
NITINSPIN,NITIN SPINNERS LTD.,Process Industries,BSE
NXST,NEXUS SELECT TRUST,Finance,BSE
OXYGENTAPH,OXYGENTA PHARMACEUTICAL LIMITE,Health Technology,BSE
SVGLOBAL,S V GLOBAL MILL LTD.,Finance,BSE
BAZELINTER,BAZEL INTERNATIONAL LIMITED,Finance,BSE
DHANI,DHANI SERVICES LIMITED,Finance,BSE
SHREYASI,SHREYAS INTERMEDIATES LTD.,Process Industries,BSE
UNIWORTH,UNIWORTH LTD.,Process Industries,BSE
UTCRFS2DGR,UTI MUTUAL FUND,,BSE
JINDALSAW,JINDAL SAW LTD.,Non-Energy Minerals,BSE
EMSLIMITED,EMS LIMITED,Industrial Services,BSE
SANTETX,SANRHEA TECHNICAL TEXTILES LTD,Process Industries,BSE
CHEMTECH,CHEMTECH INDUSTRIAL VALVES LTD,Producer Manufacturing,BSE
11DPD,NIPPON INDIA MUTUAL FUND,,BSE
AGARIND,AGARWAL INDUSTRIAL CORPORATION,Process Industries,BSE
MEDANTA,GLOBAL HEALTH LIMITED,Health Services,BSE
INA,INSOLATION ENERGY LIMITED,Electronic Technology,BSE
KAJARIACER,KAJARIA CERAMICS LTD.,Producer Manufacturing,BSE
SHOORA,SHOORA DESIGNS LIMITED,Consumer Durables,BSE
SALONACOT,SALONACOT,Process Industries,BSE
AJCON,AJCON GLOBAL SERVICES LTD.,Finance,BSE
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,Finance,BSE
GLFL,GUJARAT LEASE FINANCING LTD.,Finance,BSE
AMBICAAGAR,AMBICA AGARBATHIES & AROMA IND,Process Industries,BSE
GKCONS,G.K.CONSULTANTS LTD.,Finance,BSE
CEINSYSTECH,CEINSYS TECH LIMITED,Industrial Services,BSE
LTFOODS,LT FOODS LTD.,Process Industries,BSE
ALFATRAN,ALFA TRANSFORMERS LTD.,Producer Manufacturing,BSE
JUBLINGREA,JUBILANT INGREVIA LIMITED,Process Industries,BSE
SANGAMIND,SANGAM (INDIA) LTD.,Process Industries,BSE
RISHYRN,RISHAB SPECIAL YARNS LTD.,Finance,BSE
GOYALALUM,GOYAL ALUMINIUMS LIMITED,Distribution Services,BSE
VMART,V-MART RETAIL LTD.,Retail Trade,BSE
DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.,Health Technology,BSE
BEL,BHARAT ELECTRONICS LTD.,Electronic Technology,BSE
PACE,PACE E-COMMERCE VENTURES LIMIT,Retail Trade,BSE
RANASUG,RANA SUGARS LTD.,Process Industries,BSE
EPIC,EPIC ENERGY LTD.,Producer Manufacturing,BSE
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.,Health Technology,BSE
CAPRO,CAPROLACTAM CHEMICALS LTD.,Commercial Services,BSE
CENTEXT,CENTURY EXTRUSIONS LTD.,Producer Manufacturing,BSE
11MPR,NIPPON INDIA MUTUAL FUND,,BSE
ORISSAMINE,ORISSA MINERALS DEVELOPMENT CO,Non-Energy Minerals,BSE
GUJINV,GUJARAT INVESTA LTD.,Finance,BSE
SAPL,SAR AUTO PRODUCTS LIMITED,Producer Manufacturing,BSE
CSBBANK,CSB BANK LIMITED,Finance,BSE
AXISBANK,AXIS BANK LTD.,Finance,BSE
SHARPLINE,SHARPLINE BROADCAST LIMITED,Consumer Services,BSE
ICICIGI,ICICI LOMBARD GENERAL INSURANC,Finance,BSE
ZENOTECH,ZENOTECH LABORATORIES LTD.,Health Technology,BSE
FRETAIL,FUTURE RETAIL LTD.,Retail Trade,BSE
BKMINDST,BKM INDUSTRIES LIMITED,Producer Manufacturing,BSE
JAGAJITIND,JAGATJIT INDUSTRIES LTD.,Consumer Non-Durables,BSE
RAJOIL,RAJOIL,Process Industries,BSE
EMAMIREAL,EMAMI REALTY LIMITED,Finance,BSE
RCOM,RELIANCE COMMUNICATIONS LTD.,Communications,BSE
TVSELECT,TVS ELECTRONICS LTD.,Electronic Technology,BSE
TIRUSTA,TIRUPATI STARCH & CHEMICALS LT,Consumer Non-Durables,BSE
MOM100,MOTILAL OSWAL MUTUAL FUND - MO,Miscellaneous,BSE
KRSNAA,KRSNAA DIAGNOSTICS LIMITED,Health Services,BSE
MANRAJH,MANRAJ HOUSING FINANCE LTD.,Finance,BSE
RGRL,RETRO GREEN REVOLUTION LIMITED,Industrial Services,BSE
TTL,T T LTD.,Process Industries,BSE
SSPDL,SSPDL LTD.,Finance,BSE
ASTRAL,ASTRAL LIMITED,Producer Manufacturing,BSE
ARTEMISMED,ARTEMIS MEDICARE SERVICES LIMI,Health Services,BSE
BESTEAST,BEST EASTERN HOTELS LTD.,Consumer Services,BSE
LEENEE,LEE & NEE SOFTWARES (EXPORTS),Technology Services,BSE
ORGCOAT,ORGANIC COATINGS LTD.,Process Industries,BSE
KRIINFRA,KRIINFRA,Non-Energy Minerals,BSE
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCT,Finance,BSE
JAIMATAG,JAI MATA GLASS LTD.,Consumer Durables,BSE
RNBDENIMS,R&B DENIMS LTD,Process Industries,BSE
STEPHANOTIS,STEPHANOTIS FINANCE LIMITED,Finance,BSE
SHIVALIK,SHIVALIK RASAYAN LTD.,Process Industries,BSE
HEMACEM,HEMADRI CEMENTS LTD.,Non-Energy Minerals,BSE
HANMAN,HANMAN FIT LIMITED,Consumer Services,BSE
GITARENEW,GITA RENEWABLE ENERGY LIMITED,Utilities,BSE
BHAGYANGR,BHAGYANAGAR INDIA LTD.,Producer Manufacturing,BSE
GTL,GTL LTD.,Technology Services,BSE
SICAGEN,SICAGEN INDIA LTD.,Distribution Services,BSE
SETFNIFBK,SBI MUTUAL FUND-PERMITTED,Miscellaneous,BSE
RAIN,RAIN INDUSTRIES LIMITED,Process Industries,BSE
BHARTIARTL,BHARTI AIRTEL LTD.,Communications,BSE
YAMNINV,YAMINI INVESTMENTS COMPANY LTD,Finance,BSE
SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,Process Industries,BSE
AKSHARCHEM,AKSHARCHEM (INDIA) LTD.,Process Industries,BSE
MTEDUCARE,MT EDUCARE LTD.,Consumer Services,BSE
KAIRA,KAIRA CAN CO.LTD.,Process Industries,BSE
MODISONLTD,MODISON LIMITED,Industrial Services,BSE
ATLANTAA,ATLANTAA LIMITED,Industrial Services,BSE
LLFICL,LEADING LEASING FINANCE AND IN,Finance,BSE
SADHNA,SADHNA BROADCAST LTD,Consumer Services,BSE
NELCAST,NELCAST LTD.,Non-Energy Minerals,BSE
SHARPINV,SHARP INVESTMENTS LTD,Finance,BSE
NYKAA,FSN E-COMMERCE VENTURES LIMITE,Retail Trade,BSE
DAPS,DAPS ADVERTISING LIMITED,Commercial Services,BSE
KDL,KKRRAFTON DEVELOPERS LIMITED,Consumer Durables,BSE
MILESTONE,MILESTONE GLOBAL LTD.,Producer Manufacturing,BSE
LLOYDSME,LLOYDS METALS AND ENERGY LTD.,Non-Energy Minerals,BSE
PIONAGR,PIONEER AGRO EXTRACTS LTD.,Process Industries,BSE
SCPL,SHEETAL COOL PRODUCTS LIMITED,Consumer Non-Durables,BSE
DHANUKA,DHANUKA AGRITECH LTD.,Process Industries,BSE
GOEL,GOEL FOOD PRODUCTS LIMITED,Retail Trade,BSE
WELCURE,WELCURE DRUGS & PHARMACEUTICAL,Health Technology,BSE
TRIOMERC,TRIO MERCANTILE & TRADING LTD.,Finance,BSE
DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKE,Finance,BSE
SKIFL,SHREE KRISHNA INFRASTRUCTURE L,Consumer Durables,BSE
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,Process Industries,BSE
JPPOWER,JAIPRAKASH POWER VENTURES LIMI,Utilities,BSE
BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LT,Consumer Services,BSE
DRREDDY,DR.REDDYS LABORATORIES LTD.,Health Technology,BSE
MYSORPETRO,MYSORE PETRO CHEMICALS LTD.,Distribution Services,BSE
TRF,TRF LTD.,Producer Manufacturing,BSE
SBIN,STATE BANK OF INDIA,Finance,BSE
PONNIERODE,PONNI SUGARS (ERODE) LTD.,Process Industries,BSE
TTKPRESTIG,TTK PRESTIGE LTD.,Consumer Durables,BSE
SMEL,SUNGOLD MEDIA AND ENTERTAINMEN,Commercial Services,BSE
JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Transportation,BSE
MAYURFL,MAYUR FLOORINGS LTD.,Non-Energy Minerals,BSE
SAVINFOCO,SAVANT INFOCOMM LTD.,Commercial Services,BSE
AXISTECETF,AXIS MUTUAL FUND,Miscellaneous,BSE
SIMPLEXCAS,SIMPLEX CASTINGS LTD.,Producer Manufacturing,BSE
AMARSEC,AMARNATH SECURITIES LTD,Finance,BSE
HILIKS,HILIKS TECHNOLOGIES LIMITED,Commercial Services,BSE
BANKBEES,NIPPON INDIA ETF BANK BEES,Miscellaneous,BSE
EMKAY,EMKAY GLOBAL FINANCIAL SERVICE,Finance,BSE
ROOPSHRI,ROOPSHRI RESORTS LIMITED,Consumer Services,BSE
AARTIPHARM,AARTI PHARMALABS LIMITED,Health Technology,BSE
MEP,MEP INFRASTRUCTURE DEVELOPERS,Transportation,BSE
LIKHITHA,LIKHITHA INFRASTRUCTURE LIMITE,Industrial Services,BSE
SARDAEN,SARDA ENERGY & MINERALS LTD.,Non-Energy Minerals,BSE
WELCORP,WELSPUN CORP LIMITED,Producer Manufacturing,BSE
RAMAPETRO,RAMA PETROCHEMICALS LTD.,Distribution Services,BSE
MAXIMUS,MAXIMUS INTERNATIONAL LIMITED,Distribution Services,BSE
SIPTL,SHARANAM INFRAPROJECT AND TRAD,Retail Trade,BSE
AUROPHARMA,AUROBINDO PHARMA LTD.,Health Technology,BSE
TITAN,TITAN COMPANY LIMITED,Consumer Durables,BSE
AMJLAND,AMJ LAND HOLDINGS LIMITED,Finance,BSE
FUTSOL,FUTURISTIC SOLUTIONS LTD.,Commercial Services,BSE
FLUIDOM,FLUIDOMAT LTD.,Producer Manufacturing,BSE
ELPROINTL,ELPRO INTERNATIONAL LTD.,Electronic Technology,BSE
RHETAN,RHETAN TMT LIMITED,Non-Energy Minerals,BSE
CUPID,CUPID LTD.,Consumer Non-Durables,BSE
RADIOCITY,MUSIC BROADCAST LIMITED,Consumer Services,BSE
GLAND,GLAND PHARMA LIMITED,Health Technology,BSE
UFO,UFO MOVIEZ INDIA LIMITED,Consumer Services,BSE
SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERT,Process Industries,BSE
ORIENTHOT,ORIENTAL HOTELS LTD.,Consumer Services,BSE
INDIGO,INTERGLOBE AVIATION LIMITED,Transportation,BSE
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Finance,BSE
VSTIND,VST INDUSTRIES LTD.,Consumer Non-Durables,BSE
KRITINUT,KRITI NUTRIENTS LTD,Process Industries,BSE
JUNIORBEES,NIPPON INDIA ETF JUNIOR BEES,Miscellaneous,BSE
KUWERIN,KUWER INDUSTRIES LTD.,Consumer Durables,BSE
SELAN,SELAN EXPLORATION TECHNOLOGY L,Energy Minerals,BSE
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA,Process Industries,BSE
FINCABLES,FINOLEX CABLES LTD.,Producer Manufacturing,BSE
YASHINNO,YASH INNOVENTURES LIMITED,Distribution Services,BSE
VAPIENTER,VAPI ENTERPRISE LIMITED,Finance,BSE
AMBARPIL,AMBAR PROTEIN INDUSTRIES LIMIT,Process Industries,BSE
JETKINGQ,JETKING INFOTRAIN LTD.,Consumer Services,BSE
SURJIND,SURAJ INDUSTRIES LTD.,Process Industries,BSE
ASHOKA,ASHOKA BUILDCON LTD.,Industrial Services,BSE
DSPBANKETF,DSP MUTUAL FUND,Miscellaneous,BSE
BARONINF,BARON INFOTECH LTD.,Technology Services,BSE
STDBAT,STANDARD BATTERIES LTD.,Producer Manufacturing,BSE
SEL,SANATHNAGAR ENTERPRISES LIMITE,Finance,BSE
GUJCOTEX,GUJARAT COTEX LTD.,Process Industries,BSE
RAMAPPR_B,RAMA PAPER MILLS LTD.,Process Industries,BSE
PODDARHOUS,PODDAR HOUSING AND DEVELOPMENT,Finance,BSE
ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,Non-Energy Minerals,BSE
BI,BILCARE LTD.,Process Industries,BSE
09AMD,NIPPON INDIA MUTUAL FUND,,BSE
LABELKRAFT,LABELKRAFT TECHNOLOGIES LIMITE,Distribution Services,BSE
KVFORGE,KRISHANVEER FORGE LIMITED,Producer Manufacturing,BSE
TAINWALCHM,TAINWALA CHEMICALS & PLASTICS,Process Industries,BSE
STEL,STEL HOLDINGS LIMITED,Finance,BSE
BHAGERIA,BHAGERIA INDUSTRIES LIMITED,Process Industries,BSE
JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,Producer Manufacturing,BSE
ABFRL,ADITYA BIRLA FASHION AND RETAI,Retail Trade,BSE
SIBARAUT,SIBAR AUTO PARTS LTD.,Distribution Services,BSE
MIDCAPETF,MIRAE ASSET MUTUAL FUND,Miscellaneous,BSE
IGL,INDRAPRASTHA GAS LTD.,Utilities,BSE
EBBETF0430,EDELWEISS MUTUAL FUND,Miscellaneous,BSE
HYBRIDFIN,HYBRID FINANCIAL SERVICES LIMI,Finance,BSE
LALPATHLAB,DR. LAL PATHLABS LIMITED,Health Services,BSE
BGIL,BGIL FILMS & TECHNOLOGIES LTD.,Consumer Services,BSE
EMMESSA,EMMESSAR BIOTECH & NUTRITION L,Health Technology,BSE
MADHAV,MADHAV MARBLES & GRANITES LTD.,Non-Energy Minerals,BSE
PRAXIS,PRAXIS HOME RETAIL LIMITED,Retail Trade,BSE
CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIE,Electronic Technology,BSE
RGIL,ROTOGRAPHICS (INDIA) LIMITED,Process Industries,BSE
LIQUIDSBI,SBI MUTUAL FUND,,BSE
ATHCON,ATHENA CONSTRUCTIONS LIMITED,Consumer Durables,BSE
ASTAR,ASIAN STAR CO.LTD.,Commercial Services,BSE
CIEINDIA,CIE AUTOMOTIVE INDIA LIMITED,Producer Manufacturing,BSE
LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS L,Producer Manufacturing,BSE
INTELSOFT,INTEGRA TELECOMMUNICATION & SO,Technology Services,BSE
HEMORGANIC,HEMO ORGANIC LIMITED,Process Industries,BSE
TMTIND_B1,TMT (INDIA) LTD.,Health Technology,BSE
DAMODARIND,DAMODAR INDUSTRIES LTD.,Process Industries,BSE
LTIM,LTIMINDTREE LIMITED,Commercial Services,BSE
SFPIL,SQUARE FOUR PROJECTS INDIA LIM,Finance,BSE
HBLEAS,HB LEASING & FINANCE CO.LTD.,Finance,BSE
INDIANACRY,INDIAN ACRYLICS LTD.,Process Industries,BSE
EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,Process Industries,BSE
SGL,STL GLOBAL LTD.,Process Industries,BSE
DIAMONDYD,PRATAAP SNACKS LIMITED,Consumer Non-Durables,BSE
BANKINDIA,BANK OF INDIA,Finance,BSE
HCG,HEALTHCARE GLOBAL ENTERPRISES,Health Services,BSE
YUKEN,YUKEN INDIA LTD.,Producer Manufacturing,BSE
PASUPTAC,PASUPATI ACRYLON LTD.,Process Industries,BSE
RAMCOCEM,THE RAMCO CEMENTS LIMITED,Non-Energy Minerals,BSE
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,Producer Manufacturing,BSE
DOLATALGO,DOLAT ALGOTECH LIMITED,Finance,BSE
ANURAS,ANUPAM RASAYAN INDIA LIMITED,Health Technology,BSE
TNTELE,TAMILNADU TELECOMMUNICATIONS L,Producer Manufacturing,BSE
JAYIND,JAYATMA INDUSTRIES LIMITED,Process Industries,BSE
GGPL,GALA GLOBAL PRODUCTS LIMITED,Commercial Services,BSE
SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,Producer Manufacturing,BSE
TREJHARA,TREJHARA SOLUTIONS LIMITED,Technology Services,BSE
APLAPOLLO,APL APOLLO TUBES LTD.,Non-Energy Minerals,BSE
NUTECGLOB,NUTECH GLOBAL LTD.,Process Industries,BSE
INVENTURE,INVENTURE GROWTH & SECURITIES,Finance,BSE
SHRDAIS,SHARDA ISPAT LTD.,Non-Energy Minerals,BSE
5PAISA,5PAISA CAPITAL LIMITED,Finance,BSE
AHMDSTE,AHMEDABAD STEELCRAFT LTD.,Producer Manufacturing,BSE
ABHICAP,ABHINAV CAPITAL SERVICES LTD.,Finance,BSE
FCONSUMER,FUTURE CONSUMER LIMITED,Consumer Non-Durables,BSE
PETRONET,PETRONET LNG LTD.,Utilities,BSE
PEARLPOLY,PEARL POLYMERS LTD.,Process Industries,BSE
HINDALCO,HINDALCO INDUSTRIES LTD.,Non-Energy Minerals,BSE
POLYCHMP,POLYMECHPLAST MACHINES LTD.,Producer Manufacturing,BSE
LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD,Process Industries,BSE
DEEPIND,DEEPIND,Industrial Services,BSE
GANVERSE,GANESHA ECOVERSE LIMITED,Finance,BSE
ALFAVIO,ALFAVISION OVERSEAS (INDIA) LT,Health Technology,BSE
AWL,ADANI WILMAR LIMITED,Process Industries,BSE
GOBLIN,GOBLIN INDIA LIMITED,Consumer Durables,BSE
INTENTECH,INTENSE TECHNOLOGIES LTD.,Technology Services,BSE
EASTRED,EASTERN TREADS LTD.,Consumer Services,BSE
DELHIVERY,DELHIVERY LIMITED,Transportation,BSE
TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,Finance,BSE
KKALPANAIND,KKALPANA INDUSTRIES (INDIA) LT,Producer Manufacturing,BSE
BODHTREE,BODHTREE CONSULTING LIMITED,Commercial Services,BSE
ATGL,ADANI TOTAL GAS LIMITED,Utilities,BSE
MADHURIND,MADHUR INDUSTRIES LTD.,Consumer Non-Durables,BSE
ENIL,ENTERTAINMENT NETWORK (INDIA),Consumer Services,BSE
KANPRPLA,KANPUR PLASTIPACK LTD.,Producer Manufacturing,BSE
IISL,ISHAAN INFRASTRUCTURE AND SHEL,Industrial Services,BSE
LORDSHOTL,LORDS ISHWAR HOTELS LIMITED,Consumer Services,BSE
BALKRISHNA,BALKRISHNA PAPER MILLS LTD.,Process Industries,BSE
KHAITANLTD,KHAITAN (INDIA) LTD.,Consumer Durables,BSE
ASHIMASYN,ASHIMA LTD.,Process Industries,BSE
CHLOGIST,CHARTERED LOGISTICS LTD.,Transportation,BSE
ARCFIN,ARC FINANCE LIMITED,Finance,BSE
FSL,FIRSTSOURCE SOLUTIONS LTD.,Commercial Services,BSE
KORE,KORE FOODS LIMITED,Consumer Non-Durables,BSE
MOMOMENTUM,MOTILAL OSWAL MUTUAL FUND,Miscellaneous,BSE
JKIL,J.KUMAR INFRAPROJECTS LTD.,Industrial Services,BSE
TAHMARENT,TAHMAR ENTERPRISES LIMITED,Process Industries,BSE
ELECTHERM,ELECTROTHERM (INDIA) LTD.,Non-Energy Minerals,BSE
SUPERHOUSE,SUPERHOUSE LTD.,Consumer Non-Durables,BSE
OMANSH,OMANSH ENTERPRISES LTD,Distribution Services,BSE
INANI,INANI MARBLES & INDUSTRIES LTD,Non-Energy Minerals,BSE
VKAL,VANTAGE KNOWLEDGE ACADEMY LIMI,Commercial Services,BSE
ANUPAM,ANUPAM FINSERV LIMITED,Finance,BSE
EASEMYTRIP,EASY TRIP PLANNERS LIMITED,Consumer Services,BSE
KPRMILL,K.P.R.MILL LIMITED,Consumer Non-Durables,BSE
JUMBO,JUMBO BAG LTD.,Process Industries,BSE
GARODCH,GARODIA CHEMICALS LTD.,Process Industries,BSE
VISAGAR,VISAGAR FINANCIAL SERVICES LTD,Finance,BSE
FINEORG,FINE ORGANIC INDUSTRIES LIMITE,Process Industries,BSE
BHATIA,BHATIA COMMUNICATIONS & RETAIL,Retail Trade,BSE
HDFCLOWVOL,HDFC MUTUAL FUND,Miscellaneous,BSE
DEEPENR,DEEP ENERGY RESOURCES LIMITED,Industrial Services,BSE
MENNPIS,MENON PISTONS LTD.,Producer Manufacturing,BSE
DWL,DHRUV WELLNESS LIMITED,Distribution Services,BSE
OLYMPTX,OLYMPIA INDUSTRIES LTD.,Process Industries,BSE
AGRITECH,AGRI- TECH (INDIA) LTD,Process Industries,BSE
SCTL,SUNCARE TRADERS LIMITED,Non-Energy Minerals,BSE
MNIL,MEGA NIRMAN & INDUSTRIES LIMIT,Finance,BSE
BENCHMARK,BENCHMARK COMPUTER SOLUTIONS L,Technology Services,BSE
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,Technology Services,BSE
FISCHER,FISCHER CHEMIC LTD.,Process Industries,BSE
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVIC,Finance,BSE
KEL,KOTIA ENTERPRISES LIMITED,Producer Manufacturing,BSE
MANAKSTELTD,MANAKSTELTD,Non-Energy Minerals,BSE
MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LTD.,Finance,BSE
08MPD,NIPPON INDIA MUTUAL FUND,,BSE
HARLETH,HARYANA LEATHER CHEMICALS LTD.,Process Industries,BSE
VASINFRA,VAS INFRASTRUCTURE LTD.,Finance,BSE
SEVENHILL,SEVEN HILL INDUSTRIES LIMITED,Finance,BSE
MCLOUD,MAGELLANIC CLOUD LIMITED,Technology Services,BSE
VADILALIND,VADILAL INDUSTRIES LTD.,Consumer Non-Durables,BSE
UPHOT,U.P.HOTELS LTD.,Consumer Services,BSE
